,country,code,name,latitude,longitude
19076,NO,BGO,Bergen Airport Flesland,60.29339981,5.218140125
19078,NO,BVG,Berlevåg Airport,70.871399,29.034201
19075,NO,BOO,Bodø Airport,67.26920318603516,14.365300178527832
19074,NO,BNN,Brønnøysund Airport,65.461097717285,12.217499732971001
19077,NO,BJF,Båtsfjord Airport,70.60050201416,29.691400527954002
19095,NO,FRO,Florø Airport,61.583599090576,5.0247201919556
19104,NO,HFT,Hammerfest Airport,70.67970275878899,23.668600082397
19089,NO,EVE,"Harstad/Narvik Airport, Evenes",68.491302490234,16.678100585938
19103,NO,HAU,Haugesund Airport,59.34529876709001,5.208360195159901
19118,NO,KKN,Kirkenes Airport (Høybuktmoen),69.725799560547,29.891300201416
19079,NO,KRS,Kristiansand Airport,58.204201,8.08537
19115,NO,KSU,Kristiansund Airport (Kvernberget),63.111801147461,7.8245201110839995
19093,NO,VDB,Leirin Airport,61.015598297119,9.2880601882935
19122,NO,LKN,Leknes Airport,68.152496337891,13.609399795532
19125,NO,MEH,Mehamn Airport,71.02970123291,27.826700210570998
19146,NO,MQN,"Mo i Rana Airport, Røssvoll",66.363899230957,14.301400184631
19126,NO,MOL,Molde Airport,62.744701385498,7.262499809265099
19127,NO,MJF,Mosjøen Airport (Kjærstad),65.78399658203101,13.214900016785
19157,NO,RYG,"Moss Airport, Rygge",59.378817000000005,10.785439
19130,NO,NVK,Narvik Framnes Airport,68.436897277832,17.386699676514002
19132,NO,NTB,Notodden Airport,59.565701000000004,9.21222
19099,NO,OSL,Oslo Gardermoen Airport,60.193901062011996,11.100399971008
19152,NO,RRS,Røros Airport,62.578399658203004,11.342300415039
19151,NO,RVK,"Rørvik Airport, Ryum",64.838302612305,11.14610004425
19175,NO,TRF,"Sandefjord Airport, Torp",59.1866989136,10.258600235
19170,NO,SSJ,Sandnessjøen Airport (Stokka),65.95680236816399,12.468899726868
19166,NO,SKE,Skien Airport,59.18500137329102,9.566940307617188
19211,NO,SVG,Stavanger Airport Sola,58.876701354,5.637780189500001
19164,NO,SKN,Stokmarknes Skagen Airport,68.578826904297,15.033416748047
19167,NO,SRP,Stord Airport,59.79190063476562,5.340849876403809
19159,NO,LYR,"Svalbard Airport, Longyear",78.246101379395,15.465600013733
19162,NO,SVJ,Svolvær Helle Airport,68.243301391602,14.669199943541999
19168,NO,SOJ,Sørkjosen Airport,69.786796569824,20.959400177002
19173,NO,TOS,Tromsø Airport,69.68329620361328,18.91889953613281
19181,NO,TRD,Trondheim Airport Værnes,63.45780179999999,10.9239998
19182,NO,VDS,Vadsø Airport,70.065299987793,29.844699859619002
19110,NO,HVG,Valan Airport,71.009696960449,25.983600616455004
19169,NO,VAW,"Vardø Airport, Svartnes",70.355400085449,31.044900894165
19062,NO,AES,Ålesund Airport,62.5625,6.119699954986572
19135,NO,OLA,Ørland Airport,63.69889831542969,9.604000091552734
19137,NO,HOV,"Ørsta-Volda Airport, Hovden",62.180000305176,6.074100017547599
19219,PL,BXP,Biała Podlaska Airfield,52.00078,23.132527800000002
19221,PL,BZG,Bydgoszcz Ignacy Jan Paderewski Airport,53.096801757799994,17.9776992798
19315,PL,WRO,Copernicus Wrocław Airport,51.10269927979999,16.885799408
19229,PL,GDN,Gdańsk Lech Wałęsa Airport,54.377601623535156,18.46619987487793
19257,PL,KTW,Katowice International Airport,50.4743,19.08
19249,PL,KRK,Kraków John Paul II International Airport,50.077702,19.7848
32792,PL,LUZ,Lublin Airport,51.240278,22.713611
19273,PL,WMI,Modlin Airport,52.451099,20.6518
19282,PL,QYD,Oksywie Military Air Base,54.57970047,18.51720047
19310,PL,SZY,Olsztyn-Mazury Airport,53.481899,20.9377
19289,PL,POZ,Poznań-Ławica Airport,52.4210014343,16.8262996674
19293,PL,RDO,Radom Airport,51.3891983032,21.213300705
19298,PL,RZE,Rzeszów-Jasionka Airport,50.1100006104,22.018999099699997
19299,PL,SZZ,"Szczecin-Goleniów ""Solidarność"" Airport",53.584701538100006,14.902199745199999
19313,PL,WAW,Warsaw Chopin Airport,52.1656990051,20.9671001434
19319,PL,IEG,Zielona Góra-Babimost Airport,52.1385002136,15.7986001968
19261,PL,LCJ,Łódź Władysław Reymont Airport,51.721900939899996,19.3980998993
49463,RU,ABA,Abakan Airport,53.7400016784668,91.38500213623048
49493,RU,ACS,Achinsk Airport,56.2682991027832,90.57080078125
49399,RU,AMV,Amderma Airport,69.76329803466797,61.55640029907226
49523,RU,AAQ,Anapa Vityazevo Airport,45.002101898193,37.347301483154
49553,RU,ASF,Astrakhan Airport,46.2832984924,48.0063018799
51025,RU,BWO,Balakovo Airport,51.8582992554,47.7456016541
49466,RU,BAX,Barnaul Airport,53.36380004882813,83.53849792480469
51009,RU,NBC,Begishevo Airport,55.56470108032226,52.09249877929688
49191,RU,BGN,Belaya Gora Airport,68.556602,146.231506
50979,RU,EGO,Belgorod International Airport,50.643798828125,36.5900993347168
50797,RU,EYK,Beloyarskiy Airport,63.686901,66.698601
50789,RU,EZV,Berezovo Airport,63.92100143432617,65.03050231933594
49537,RU,OGZ,Beslan Airport,43.2051010132,44.606601715100005
49508,RU,TOF,Bogashevo Airport,56.380298614502,85.208297729492
50806,RU,PEE,Bolshoye Savino Airport,57.914501190186,56.021198272705
49310,RU,BTK,Bratsk Airport,56.37060165405274,101.697998046875
50965,RU,BZK,Bryansk Airport,53.214199,34.176398999999996
51007,RU,UUA,Bugulma Airport,54.63999938964844,52.80170059204102
51013,RU,CSY,Cheboksary Airport,56.09030151367188,47.3473014831543
50772,RU,CEK,Chelyabinsk Balandino Airport,55.305801,61.5033
49393,RU,CEE,Cherepovets Airport,59.273601532,38.015800476100004
49194,RU,CYX,Cherskiy Airport,68.7406005859375,161.33799743652344
49305,RU,HTA,Chita-Kadala Airport,52.026299,113.306
50978,RU,CKL,Chkalovskiy Air Base,55.8783,38.061699
49193,RU,CKH,Chokurdakh Airport,70.62310028076172,147.90199279785156
49169,RU,NER,Chulman Airport,56.913898468018,124.91400146484
49510,RU,DKS,Dikson Airport,73.51780700683594,80.37966918945312
50967,RU,DME,Domodedovo International Airport,55.40879821777344,37.90629959106445
50986,RU,TBW,Donskoye Airport,52.806098937988004,41.482799530029
49554,RU,ESL,Elista Airport,46.3739013671875,44.33089828491211
49526,RU,GDZ,Gelendzhik Airport,44.582092629499996,38.0124807358
49468,RU,RGK,Gorno-Altaysk Airport,51.9667015076,85.8332977295
50958,RU,KLF,Grabtsevo Airport,54.5499992371,36.3666687012
40611,RU,GRV,Grozny North Airport,43.388302,45.698601000000004
49517,RU,IAA,Igarka Airport,67.43720245361328,86.62190246582031
49234,RU,BQS,Ignatyevo Airport,50.42539978027344,127.41200256347656
50995,RU,INA,Inta Airport,66.05483245849611,60.11032104492188
49314,RU,IKT,Irkutsk Airport,52.268001556396,104.38899993896
50960,RU,IWA,Ivanovo South Airport,56.93939971923828,40.94079971313477
50798,RU,IJK,Izhevsk Airport,56.82809829711914,53.45750045776367
51008,RU,KZN,Kazan International Airport,55.606201171875,49.278701782227
49475,RU,KEJ,Kemerovo Airport,55.27009963989258,86.1072006225586
49244,RU,KHV,Khabarovsk-Novy Airport,48.52799987793,135.18800354004
50790,RU,HMA,Khanty Mansiysk Airport,61.02849960327149,69.08609771728516
49514,RU,HTG,Khatanga Airport,71.97810363769531,102.49099731445312
49451,RU,KGD,Khrabrovo Airport,54.88999938964844,20.592599868774414
50809,RU,KGP,Kogalym International Airport,62.19039916992188,74.53379821777344
50816,RU,SVX,Koltsovo Airport,56.743099212646,60.802700042725
49253,RU,KXK,Komsomolsk-on-Amur Airport,50.40900039672852,136.93400573730472
50956,RU,KMW,Kostroma Sokerkino Airport,57.7969017029,41.0194015503
49407,RU,KSZ,Kotlas Airport,61.235801696777344,46.6974983215332
49528,RU,KRR,Krasnodar Pashkovsky International Airport,45.034698486328004,39.170501708984
50821,RU,KRO,Kurgan Airport,55.47529983520508,65.41560363769531
50981,RU,URS,Kursk East Airport,51.7505989074707,36.29560089111328
51040,RU,KUF,Kurumoch International Airport,53.504901885986,50.16429901123
49494,RU,KYZ,Kyzyl Airport,51.66939926147461,94.40059661865234
49184,RU,ULK,Lensk Airport,60.7206001282,114.82599639899999
50982,RU,LPK,Lipetsk Airport,52.70280075073242,39.53779983520508
49171,RU,GYG,Magan Airport,62.103483999999995,129.545288
49539,RU,IGT,Magas Airport,43.3222999573,45.0125999451
50774,RU,MQF,Magnitogorsk International Airport,53.39310073852539,58.75569915771485
49254,RU,GVN,Maygatka Airport.,48.9269981384,140.03399658200001
50971,RU,KLD,Migalovo Air Base,56.82469940185547,35.7577018737793
49535,RU,MRV,Mineralnyye Vody Airport,44.22510147094727,43.08190155029297
49187,RU,MJZ,Mirny Airport,62.53469848632813,114.03900146484376
49170,RU,MQJ,Moma Airport,66.450861,143.261551
49417,RU,MMK,Murmansk Airport,68.78170013427734,32.75080108642578
50800,RU,NYM,Nadym Airport,65.48090362548828,72.69889831542969
49536,RU,NAL,Nalchik Airport,43.51290130615234,43.63660049438477
49385,RU,NNM,Naryan Mar Airport,67.63999938964844,53.12189865112305
50810,RU,NFG,Nefteyugansk Airport,61.108299255371094,72.6500015258789
49275,RU,NLI,Nikolayevsk-na-Amure Airport,53.154999,140.649994
50802,RU,NJC,Nizhnevartovsk Airport,60.94929885864258,76.48359680175781
51006,RU,GOJ,Nizhny Novgorod Strigino International Airport,56.23009872436499,43.784000396729
49518,RU,NSK,Norilsk-Alykel Airport,69.31109619140625,87.33219909667969
50801,RU,NUX,Novy Urengoy Airport,66.06939697265625,76.52030181884766
50811,RU,NOJ,Noyabrsk Airport,63.18330001831055,75.2699966430664
50794,RU,NYA,Nyagan Airport,62.110001000000004,65.614998
49277,RU,OHO,Okhotsk Airport,59.41006469726562,143.05650329589844
49172,RU,OLZ,Olyokminsk Airport,60.397498999999996,120.471001
49500,RU,OMS,Omsk Central Airport,54.96699905395508,73.31050109863281
51021,RU,REN,Orenburg Central Airport,51.795799255371094,55.45669937133789
51022,RU,OSW,Orsk Airport,51.0724983215332,58.59560012817383
50984,RU,OEL,Oryol Yuzhny Airport,52.934700012200004,36.002201080300004
50975,RU,OSF,Ostafyevo International Airport,55.511667,37.507222
50998,RU,PEX,Pechora Airport,65.12110137939453,57.13079833984375
51023,RU,PEZ,Penza Airport,53.11059951782226,45.02109909057617
49429,RU,PES,Petrozavodsk Airport,61.88520050048828,34.15470123291016
49267,RU,PWE,Pevek Airport,69.783302307129,170.59700012207
49546,RU,ROV,Platov International Airport,47.493888,39.924721999999996
50799,RU,KVX,Pobedilovo Airport,58.50329971313501,49.348300933838
49483,RU,TGP,Podkamennaya Tunguska Airport,61.589698999999996,89.994003
49186,RU,PYJ,Polyarny Airport,66.4003982544,112.029998779
49256,RU,PVS,Provideniya Bay Airport,64.37809753417969,-173.2429962158203
49427,RU,PKV,Pskov Airport,57.78390121459961,28.39559936523437
49411,RU,LED,Pulkovo Airport,59.80030059814453,30.26250076293945
50819,RU,TJM,Roshchino International Airport,57.189601898199996,65.3243026733
50776,RU,SBT,Sabetta International Airport,71.219167,72.052222
50777,RU,SLY,Salekhard Airport,66.59079742431639,66.61100006103516
51024,RU,SKX,Saransk Airport,54.12512969970703,45.212257385253906
51027,RU,RTW,Saratov Central Airport,51.56499862670898,46.04669952392578
49188,RU,SYS,Saskylakh Airport,71.92790222168,114.08000183105
50969,RU,SVO,Sheremetyevo International Airport,55.972599,37.4146
53352,RU,LNX,Smolensk North Airport,54.824,32.025
49552,RU,AER,Sochi International Airport,43.449902,39.9566
49264,RU,GDX,Sokol Airport,59.9109992980957,150.72000122070312
50795,RU,OVS,Sovetskiy Airport,61.326622009277344,63.60191345214844
49509,RU,NOZ,Spichenkovo Airport,53.811401000000004,86.877197
49192,RU,SEK,Srednekolymsk Airport,67.4805,153.7364
50961,RU,RYB,Staroselye Airport,58.10419845581055,38.92940139770508
49540,RU,STW,Stavropol Shpakovskoye Airport,45.10919952392578,42.11280059814453
49507,RU,SWT,Strezhevoy Airport,60.709400177,77.66000366210002
50812,RU,SGC,Surgut Airport,61.34370040893555,73.40180206298828
51004,RU,SCW,Syktyvkar Airport,61.64699935913086,50.84510040283203
49549,RU,TGK,Taganrog Yuzhny Airport,47.1983333,38.849166700000005
49380,RU,ARH,Talagi Airport,64.60030364990234,40.71670150756836
49195,RU,IKS,Tiksi Airport,71.69770050048801,128.90299987793
49498,RU,OVB,Tolmachevo Airport,55.012599945068,82.650703430176
51033,RU,UFA,Ufa International Airport,54.55749893188501,55.874401092529
49255,RU,DYR,Ugolny Airport,64.734902,177.740997
50994,RU,UCT,Ukhta Airport,63.56689834594727,53.8046989440918
49327,RU,UUD,Ulan-Ude Airport (Mukhino),51.80780029296875,107.43800354003906
51016,RU,ULV,Ulyanovsk Baratayevka Airport,54.268299102799986,48.226699829100006
51018,RU,ULY,Ulyanovsk East Airport,54.4010009765625,48.80270004272461
50796,RU,URJ,Uray Airport,60.10329818725586,64.82669830322266
50999,RU,USK,Usinsk Airport,66.00469970703125,57.3671989440918
49324,RU,UKX,Ust-Kut Airport,56.8567008972168,105.7300033569336
49174,RU,USR,Ust-Nera Airport,64.550003051758,143.11500549316003
51003,RU,UTS,Ust-Tsylma Airport,65.43729400630001,52.20033645629999
49534,RU,MCX,Uytash Airport,42.81679916381836,47.65230178833008
49426,RU,VLU,Velikiye Luki Airport,56.38109970092773,30.60810089111328
49180,RU,VYI,Vilyuisk Airport,63.75666809082,121.69333648681999
49304,RU,VVO,Vladivostok International Airport,43.39899826049805,132.14799499511722
50993,RU,VKO,Vnukovo International Airport,55.591499328599994,37.2615013123
49555,RU,VOG,Volgograd International Airport,48.78250122070313,44.34550094604492
49443,RU,VGD,Vologda Airport,59.28250122070313,39.94440078735352
51002,RU,VKT,Vorkuta Airport,67.48860168457031,63.99309921264648
50983,RU,VOZ,Voronezh International Airport,51.81420135498047,39.22959899902344
49168,RU,YKS,Yakutsk Airport,62.093299865722656,129.77099609375
49286,RU,PKC,Yelizovo Airport,53.16790008544922,158.45399475097656
49490,RU,KJA,Yemelyanovo Airport,56.172901,92.493301
49481,RU,EIE,Yeniseysk Airport,58.47420120239258,92.1125030517578
49524,RU,EIK,Yeysk Airport,46.68,38.21
51012,RU,JOK,Yoshkar-Ola Airport,56.700599670410156,47.904701232910156
49296,RU,UUS,Yuzhno-Sakhalinsk Airport,46.88869857788086,142.71800231933594
51014,RU,ZIX,Zhigansk Airport,66.7965011597,123.361000061
50966,RU,ZIA,Zhukovsky International Airport,55.553298999999996,38.150002
49196,RU,ZKP,Zyryanka Airport,65.7485,150.8889
19700,SE,AJR,Arvidsjaur Airport,65.59030151367189,19.28190040588379
19718,SE,BLE,Borlange Airport,60.42200088500977,15.515199661254885
19731,SE,EKT,Eskilstuna Airport,59.35110092163086,16.70840072631836
19629,SE,GSE,Gothenburg City Airport,57.7747,11.8704
19620,SE,GOT,Gothenburg-Landvetter Airport,57.662799835205,12.279800415039
19684,SE,GEV,Gällivare Airport,67.13240051269531,20.814599990844727
19724,SE,GVX,Gävle Sandviken Airport,60.593299865722656,16.951400756835938
19704,SE,HFS,Hagfors Airport,60.02009963989258,13.578900337219238
19671,SE,HAD,Halmstad Airport,56.69110107421875,12.820199966430664
19758,SE,HMV,Hemavan Airport,65.80609893798828,15.082799911499025
19623,SE,JKG,Jönköping Airport,57.75759887695313,14.068699836730955
19668,SE,KLR,Kalmar Airport,56.68550109863281,16.287599563598633
19644,SE,KSK,Karlskoga Airport,59.34590148925781,14.49590015411377
19705,SE,KSD,Karlstad Airport,59.444698333699996,13.337400436400001
19694,SE,KRN,Kiruna Airport,67.821998596191,20.336799621582
19688,SE,KRF,Kramfors Sollefteå Airport,63.04859924316406,17.76889991760254
19663,SE,KID,Kristianstad Airport,55.92169952392578,14.08549976348877
19725,SE,LPI,Linköping City Airport,58.406200408900006,15.6805000305
19709,SE,LLA,Luleå Airport,65.543800354004,22.121999740601
19689,SE,LYC,Lycksele Airport,64.54830169677734,18.71619987487793
19670,SE,MMX,Malmö Sturup Airport,55.53630536399999,13.3761978149
19645,SE,MXX,Mora Airport,60.957901,14.5114
19728,SE,NRK,Norrköping Airport,58.58629989624024,16.250600814819336
19755,SE,PJA,Pajala Airport,67.24559783935547,23.06889915466309
19603,SE,RNB,Ronneby Airport,56.266700744629,15.265000343322999
42869,SE,SCR,Scandinavian Mountains Airport,61.159092,12.840676
19696,SE,SFT,Skellefteå Airport,64.62480163574219,21.076900482177734
19630,SE,KVB,Skövde Airport,58.45640182495117,13.972700119018555
19646,SE,NYO,Stockholm Skavsta Airport,58.78860092163086,16.912200927734375
19707,SE,VST,Stockholm Västerås Airport,59.58940124511719,16.633600234985348
19715,SE,ARN,Stockholm-Arlanda Airport,59.651901245116996,17.918600082397
19716,SE,BMA,Stockholm-Bromma Airport,59.35440063476562,17.941699981689453
19744,SE,SQO,Storuman Airport,64.96089935302734,17.69659996032715
19691,SE,SDL,Sundsvall-Härnösand Airport,62.528099060058594,17.443899154663086
19681,SE,EVG,Sveg Airport,62.04779815673828,14.422900199890135
19701,SE,SOO,Söderhamn Airport,61.26150131225586,17.09910011291504
19730,SE,TYF,Torsby Airport,60.1576004028,12.991299629199998
19632,SE,THN,Trollhättan-Vänersborg Airport,58.31809997558594,12.345000267028807
19698,SE,UME,Umeå Airport,63.791801452636996,20.282800674438
19699,SE,VHM,Vilhelmina Airport,64.5791015625,16.833599090576172
19732,SE,VBY,Visby Airport,57.662799835205,18.346200942993
19675,SE,VXO,Växjö Kronoberg Airport,56.929100036621094,14.727999687194824
19736,SE,AGH,Ängelholm-Helsingborg Airport,56.29610061645508,12.847100257873535
19702,SE,OSD,Åre Östersund Airport,63.194400787354,14.500300407410002
19703,SE,ORB,Örebro Airport,59.22370147705078,15.038000106811525
19692,SE,OER,Örnsköldsvik Airport,63.40829849243164,18.989999771118164
17762,TN,DJE,Djerba Zarzis International Airport,33.875,10.775500297546387
17763,TN,EBM,El Borma Airport,31.70429992675781,9.254619598388672
48359,TN,NBE,Enfidha - Hammamet International Airport,36.075833,10.438611
17760,TN,GAE,Gabès Matmata International Airport,33.87689971923828,10.103300094604492
17759,TN,GAF,Gafsa Ksar International Airport,34.42200088500977,8.822500228881836
17755,TN,MIR,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125
17764,TN,SFA,Sfax Thyna International Airport,34.71799850463867,10.690999984741213
17754,TN,TBJ,Tabarka 7 Novembre Airport,36.97999954223633,8.87693977355957
17765,TN,TOE,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293
17756,TN,TUN,Tunis Carthage International Airport,36.85100173950195,10.22719955444336
